,,,,,Input,,,,,,,,,,,,,,,Synthesis,,Objective 1,Objective 2,,,Objective 3
Synthesis number,Formula,MW for secondary element,MW for the third element,MW for the forth element,Precursor 1,amount of precursor 1 (mmol),Precursor 2,amount of precursor 2 (mmol),Precursor 3,amount of precursor 3 (mmol),Precursor 4,amount of precursor 4 (mmol),C2H6O amount (mL),H2O amount (mL),Gelation agent,amount (mL),Anneal temp,Annealing time (h),Wash with Actone and H2O,XRD file number,Synthesis,OP (10mA/cm2),ICP-2h (%),1h voltage ,2h voltage ,ICP-2h (%)
240507-1,Ru0.5Rb0.2Ir0.3,85.4678,192.217,,RuCl3,0.3375,RbCl,0.135,IrCl3,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-1,C,234,1.52851571,1.3863297,1.3868605,1.188703857
240507-2,Ru0.5Rb0.3Fe0.2,85.4678,55.845,,RuCl3,0.3375,RbCl,0.2025,FeCl3,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-2,C,180,2.086170345,1.2681664,1.274847,1.330373844
240507-3,Ru0.8Cu0.1Ni0.1,63.546,58.6934,,RuCl3,0.54,CuCl2,0.0675,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-3,C,175,0.728697957,1.2544501,1.2589259,0.710419493
240507-4,Ru0.6Rb0.3Fe0.1,85.4678,55.845,,RuCl3,0.405,RbCl,0.2025,FeCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-4,C,157,1.770165934,1.2602873,1.2643093,1.373787744
240507-5,Ru0.6Rb0.2Ir0.2,85.4678,192.217,,RuCl3,0.405,RbCl,0.135,IrCl3,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-5,C,225,1.138953064,1.3346064,1.3592868,0.911384489
240507-6,Ru0.6Cs0.3Fe0.1,132.905,55.845,,RuCl3,0.405,CsCl,0.2025,FeCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-6,C,189,0.396279757,1.2777343,1.2808692,0.300247715
240507-7,Ru0.7Rb0.2Fe0.1,85.4678,55.845,,RuCl3,0.4725,RbCl,0.135,FeCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-7,C,173,1.361479298,1.2525518,1.2542847,1.183906891
240507-8,Ru0.6Rb0.3Ir0.1,85.4678,192.217,,RuCl3,0.405,RbCl,0.2025,IrCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-8,C,194,0.708962374,1.2771399,1.2782706,0.550319188
240507-9,Ru0.7Rb0.2Fe0.1,85.4678,55.845,,RuCl3,0.4725,RbCl,0.135,FeCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-9,C,167,0.639142561,1.2524186,1.254734,0.548299129
240507-10,Ru0.6Cs0.3Fe0.1,132.905,55.845,,RuCl3,0.405,CsCl,0.2025,FeCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-10,C,183,,1.2618266,1.2642442,
240507-11,Ru0.4Cs0.5Ga0.1,132.905,69.723,,RuCl3,0.27,CsCl,0.3375,GaCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-11,C,204,,1.1710935,1.8329506,0.164528371
240507-12,Ru0.6Ir0.1Rb0.3,192.217,85.4678,,RuCl3,0.405,(NH4)2IrCl6,0.0675,RbCl,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-12,C,167,3.029400575,1.2269171,1.2247678,2.674275245
240507-13,Ru0.8Rb0.1Fe0.1,85.4678,55.845,,RuCl3,0.54,RbCl,0.0675,FeCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-13,C,160,0.232520736,1.1835475,1.1640753,0.218408128
240507-14,Ru0.6Rb0.3Ni0.1,85.4678,58.6934,,RuCl3,0.405,RbCl,0.2025,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-14,C,200,0.756001794,1.2243736,1.2304904,0.603901598
240507-15,Ru0.7Cs0.2Rb0.1,132.905,85.4678,,RuCl3,0.4725,CsCl,0.135,RbCl,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-15,C,166,0.196043169,1.2550339,1.2575568,0.140767452
240507-16,Ru0.8Fe0.1Ni0.1,55.845,58.6934,,RuCl3,0.54,FeCl2,0.0675,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-16,C,177,0.174673562,1.2695014,1.2713203,0.172382621
240507-17,Ru0.7Rb0.1Fe0.2,85.4678,55.845,,RuCl3,0.4725,RbCl,0.0675,FeCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-17,C,162,0.524255605,1.2468135,1.2497417,0.472530944
240507-18,Ru0.5Cs0.3Fe0.2,132.905,55.845,,RuCl3,0.3375,CsCl,0.2025,FeCl3,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-18,C,186,0.847216251,1.2681314,1.273248,0.525734514
240507-19,Ru0.8Na0.1Li0.1,22.989769,6.941,,RuCl3,0.54,NaCl,0.0675,LiCl,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-19,C,180,0.793318292,1.3803509,1.4493129,
240507-20,Ru0.8Fe0.1Cu0.1,55.845,63.546,,RuCl3,0.54,FeCl2,0.0675,CuCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-20,C,174,0.485459673,1.2550592,1.258312,0.492439826
240507-21,Ru0.5Cs0.4Rb0.1,132.905,85.4678,,RuCl3,0.3375,CsCl,0.27,RbCl,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240507-21,C,170,1.930144352,1.2534862,1.2579116,1.008412207
240508-1,Ru0.5Rb0.4Co0.1,85.4678,58.933,,RuCl3,0.3375,RbCl,0.27,CoCl2,0.0675,,,0.6,0.4,CH3CHCH2O,0.5,400,2,1,240508-1,N,,,,,
240508-2,Ru0.7Rb0.1Ir0.2,85.4678,192.217,,RuCl3,0.4725,RbCl,0.0675,IrCl3,0.135,,,0.9,0.1,CH3CHCH2O,0.5,400,2,1,240508-2,C,210,6.284781598,1.2743489,1.2782819,5.210111542
240508-3,Ru0.6Cs0.3Co0.1,132.905,58.933,,RuCl3,0.405,CsCl,0.2025,CoCl2,0.0675,,,0.7,0.3,CH3CHCH2O,0.5,400,2,1,240508-3,N,,,,,
240508-4,Ru0.7Rb0.1Ni0.2,85.4678,58.6934,,RuCl3,0.4725,RbCl,0.0675,NiCl2,0.135,,,0.9,0.1,CH3CHCH2O,0.5,400,2,1,240508-4,C,241,1.363927795,1.4493321,1.4493321,1.224307903
240508-5,Ru0.7Rb0.1Co0.2,85.4678,58.933,,RuCl3,0.4725,RbCl,0.0675,CoCl2,0.135,,,0.9,0.1,CH3CHCH2O,0.5,400,2,1,240508-5,C,230,2.31217338,1.2689143,1.2777779,1.970539264
240508-6,Ru0.7Fe0.1Ni0.2,55.845,58.6934,,RuCl3,0.4725,FeCl2,0.0675,NiCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240508-6,C,194,0.447525035,1.3183357,1.3378196,0.442593653
240508-7,Ru0.5Rb0.3Co0.2,85.4678,58.933,,RuCl3,0.3375,RbCl,0.2025,CoCl2,0.135,,,0.7,0.3,CH3CHCH2O,0.5,400,2,1,240508-7,N,,,,,
240508-8,Ru0.7Rb0.2Ni0.1,85.4678,58.6934,,RuCl3,0.4725,RbCl,0.135,NiCl2,0.0675,,,0.8,0.2,CH3CHCH2O,0.5,400,2,1,240508-8,N,,,,,
240508-9,Ru0.7Cs0.2Co0.1,132.905,58.933,,RuCl3,0.4725,CsCl,0.135,CoCl2,0.0675,,,0.8,0.2,CH3CHCH2O,0.5,400,2,1,240508-9,N,,,,,
240508-10,Ru0.6Cs0.2Fe0.2,132.905,55.845,,RuCl3,0.405,CsCl,0.135,FeCl3,0.135,,,0.8,0.2,CH3CHCH2O,0.5,400,2,1,240508-10,N,,,,,
240508-11,Ru0.6Rb0.2Co0.2,85.4678,58.933,,RuCl3,0.405,RbCl,0.135,CoCl2,0.135,,,0.8,0.2,CH3CHCH2O,0.5,400,2,1,240508-11,N,,,,,
240508-12,Ru0.8Rb0.1Ni0.1,85.4678,58.6934,,RuCl3,0.54,RbCl,0.0675,NiCl2,0.0675,,,0.9,0.1,CH3CHCH2O,0.5,400,2,1,240508-12,C,197,1.673177135,1.2657957,1.2792592,1.562259057
240508-13,Ru0.7Rb0.2Ir0.1,85.4678,192.217,,RuCl3,0.4725,RbCl,0.135,(NH4)2IrCl6,0.0675,,,0.8,0.2,CH3CHCH2O,0.5,400,2,1,240508-13,C,207,1.982419265,1.2817587,1.2900798,1.539163982
240508-14,Ru0.6Rb0.3Co0.1,85.4678,58.933,,RuCl3,0.405,RbCl,0.2025,CoCl2,0.0675,,,0.7,0.3,CH3CHCH2O,0.5,400,2,1,240508-14,N,,,,,
240508-15,Ru0.6Cs0.3Ni0.1,132.905,58.6934,,RuCl3,0.405,CsCl,0.2025,NiCl2,0.0675,,,0.7,0.3,CH3CHCH2O,0.5,400,2,1,240508-15,N,,,,,
240508-16,Ru0.7Co0.2Pd0.1,58.933,106.42,,RuCl3,0.4725,CoCl2,0.135,PdCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240508-16,C,180,0.369423127,1.2725383,1.2742913,0.314625105
240510-1,Ru0.8Rb0.1Co0.1,85.4678,58.933,,RuCl3,0.54,RbCl,0.0675,CoCl2,0.0675,,,0.9,0.1,CH3CHCH2O,0.5,400,2,1,240510-1,C,214,1.594632386,1.2809761,1.293249,1.434531085
240510-2,Ru0.6Rb0.1Ni0.3,85.4678,58.6934,,RuCl3,0.405,RbCl,0.0675,NiCl2,0.2025,,,0.9,0.1,CH3CHCH2O,0.5,400,2,1,240510-2,C,234,2.636451727,1.4498857,1.4498857,2.252593854
240510-3,Ru0.5Rb0.1Ir0.4,85.4678,192.217,,RuCl3,0.3375,RbCl,0.0675,IrCl3,0.27,,,0.9,0.1,CH3CHCH2O,0.5,400,2,1,240510-3,N,,,,,
240510-4,Ru0.5Rb0.2Ni0.3,85.4678,58.6934,,RuCl3,0.3375,RbCl,0.135,NiCl2,0.2025,,,0.8,0.2,CH3CHCH2O,0.5,400,2,1,240510-4,N,,,,,
240510-5,Ru0.7Cs0.2Ir0.1,132.905,192.217,,RuCl3,0.4725,CsCl,0.135,(NH4)2IrCl6,0.0675,,,0.8,0.2,CH3CHCH2O,0.5,400,2,1,240510-5,C,177,0.244638475,1.2661364,1.2688053,0.203390717
240510-6,Ru0.8Fe0.1Co0.1,55.845,58.933,,RuCl3,0.54,FeCl2,0.0675,CoCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240510-6,C,181,0.384267385,1.2505037,1.2522196,0.377105985
240510-7,Ru0.5Rb0.2Co0.3,85.4678,58.933,,RuCl3,0.3375,RbCl,0.135,CoCl2,0.2025,,,0.8,0.2,CH3CHCH2O,0.5,400,2,1,240510-7,N,,,,,
240510-8,Ru0.7Li0.2Ga0.1,6.941,69.723,,RuCl3,0.4725,LiCl,0.135,GaCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240510-8,C,181,0.621703233,1.2699242,1.2750514,0.598873215
240510-9,Ru0.6Na0.3Fe0.1,22.989769,55.845,,RuCl3,0.405,NaCl,0.2025,FeCl3,0.0675,,,0.7,0.3,CH3CHCH2O,0.5,400,2,1,240510-9,N,,,,,
240510-10,Ru0.6Cs0.3Mo0.1,132.905,95.95,,RuCl3,0.405,CsCl,0.2025,MoCl5,0.0675,,,0.7,0.3,CH3CHCH2O,0.5,400,2,1,240510-10,N,,,,,
240510-11,Ru0.6Na0.2Ir0.2,22.989769,192.217,,RuCl3,0.405,NaCl,0.135,IrCl3,0.135,,,0.8,0.2,CH3CHCH2O,0.5,400,2,1,240510-11,N,,,,,
240510-12,Ru0.8Rb0.1Ir0.1,85.4678,192.217,,RuCl3,0.54,RbCl,0.0675,IrCl3,0.0675,,,0.9,0.1,CH3CHCH2O,0.5,400,2,1,240510-12,C,176,3.116760582,1.2699013,1.2809446,2.77726172
240510-13,Ru0.7Cs0.2Ni0.1,132.905,58.6934,,RuCl3,0.4725,CsCl,0.135,NiCl2,0.0675,,,0.8,0.2,CH3CHCH2O,0.5,400,2,1,240510-13,N,,,,,
240510-14,Ru0.4Rb0.3Fe0.3,85.4678,55.845,,RuCl3,0.27,RbCl,0.2025,FeCl3,0.2025,,,0.7,0.3,CH3CHCH2O,0.5,400,2,1,240510-14,N,,,,,
240510-15,Ru0.7Fe0.1Cu0.2,55.845,63.546,,RuCl3,0.4725,FeCl2,0.0675,CuCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240510-15,C,196,0.419733713,1.287169,1.2975466,0.410510625
240510-16,Ru0.4Rb0.2Fe0.4,85.4678,55.845,,RuCl3,0.27,RbCl,0.135,FeCl3,0.27,,,0.8,0.2,CH3CHCH2O,0.5,400,2,1,240510-16,C,N,1.395586701,1.4655206,1.4655206,1.063243976
240510-17,Ru0.7Fe0.2Cu0.1,55.845,63.546,,RuCl3,0.4725,FeCl2,0.135,CuCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240510-17,C,186,0.550853763,1.2654424,1.2706881,0.546428129
240510-18,Ru0.7Na0.2Ga0.1,22.989769,69.723,,RuCl3,0.4725,NaCl,0.135,GaCl3,0.0675,,,0.8,0.2,CH3CHCH2O,0.5,400,2,1,240510-18,C,194,1.206008658,1.4499429,1.4499429,
240510-19,Ru0.4Cs0.4Co0.2,132.905,58.933,,RuCl3,0.27,CsCl,0.27,CoCl2,0.135,,,0.6,0.4,CH3CHCH2O,0.5,400,2,1,240510-19,N,,,,,
240513-1,Ru0.5Ca0.5,40.078,,,RuCl3,0.3375,CaCl2,0.3375,,,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-1,C,202,2.358052815,1.301077,1.3124052,2.15718697
240513-2,Ru0.5Cs0.5,132.905,,,RuCl3,0.3375,CsCl,0.3375,,,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-2,C,156,2.626344489,1.2398031,1.2424721,1.19513626
240513-3,Ru0.5Cu0.5,63.546,,,RuCl3,0.3375,CuCl2,0.3375,,,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-3,C,211,1.320087741,1.3523076,1.3826755,1.300762058
240513-4,Ru0.5Mo0.5,95.95,,,RuCl3,0.3375,MoCl5,0.3375,,,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-4,C,185,2.300223607,1.2793813,1.2805744,2.927783429
240513-5,Ru0.5Zr0.5,91.224,,,RuCl3,0.3375,ZrCl4,0.3375,,,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-5,C,211,0.076103295,1.2857769,1.2851614,0.083375901
240513-6,Ru0.75Mn0.25,54.938,,,RuCl3,0.50625,Mn(NO3)2,0.16875,,,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-6,C,214,0.300612335,1.25695,1.2593987,0.298166057
240513-7,Ru0.75Ta0.25,171.9449,,,RuCl3,0.50625,TaCl5,0.16875,,,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-7,C,367,0.534374925,1.4492366,1.4492366,0.562531164
240513-8,Ru0.75Rb0.25,85.4678,,,RuCl3,0.50625,RbCl,0.16875,,,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-8,C,149,0.502495622,1.2350166,1.2372296,0.40307263
240513-9,Ru0.75Ir0.25,192.217,,,RuCl3,0.50625,IrCl3,0.16875,,,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-9,C,222,0.590669373,1.3329226,1.341451,0.594941505
240513-10,Ru0.5Sc0.5,44.955912,,,RuCl3,0.3375,ScCl3,0.3375,,,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-10,C,N,3.447292233,1.5098672,1.5098672,3.479648704
240513-11,Ru0.5Hf0.1Zr0.4,178.49,91.224,,RuCl3,0.3375,HfCl5,0.0675,ZrCl4,0.27,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-11,C,N,0.38081143,1.4727749,1.4727749,0.401123623
240513-12,Ru0.6Hf0.1Zr0.3,178.49,91.224,,RuCl3,0.405,HfCl5,0.0675,ZrCl4,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-12,C,241,0.073316256,1.4056032,1.4045045,0.074108667
240513-13,Ru0.5Cr0.3Rh0.2,51.996,102.9055,,RuCl3,0.3375,Cr(NO3)3,0.2025,RhCl3,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-13,C,,,1.4513365,1.4513365,
240513-14,Ru0.6Zr0.2Ni0.2,91.224,58.6934,,RuCl3,0.405,ZrCl4,0.135,NiCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-14,C,N,0.343719871,1.4496375,1.4496375,0.349527013
240513-15,Ru0.6Zr0.2Cu0.2,91.224,63.546,,RuCl3,0.405,ZrCl4,0.135,CuCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-15,C,245,0.222789651,1.2995613,1.3082043,0.232683172
240513-16,Ru0.5Co0.4Ni0.1,58.933,58.6934,,RuCl3,0.3375,CoCl2,0.27,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-16,C,225,0.834039054,1.3201295,1.3186682,0.761396748
240513-17,Ru0.5Cs0.3Bi0.2,132.905,208.98,,RuCl3,0.3375,CsCl,0.2025,BiCl3,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240513-17,C,312,0.621313817,1.2363167,1.2384403,0.471823069
240514-0,Ru0.2Ir0.5Cs0.3,192.217,132.905,,RuCl3,0.135,IrCl3,0.3375,CsCl,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-0,N,,,,,
240514-1,Ru0.6Rb0.2Fe0.2,85.4678,55.845,,RuCl3,0.405,RbCl,0.135,FeCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-1,C,175,1.765864294,1.4493512,1.4493512,1.451830816
240514-2,Ru0.5Cs0.3Co0.2,132.905,58.933,,RuCl3,0.3375,CsCl,0.2025,CoCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-2,C,248,0.845289716,1.4283655,1.4202281,0.55008379
240514-3,Ru0.4Cs0.1Ir0.5,132.905,192.217,,RuCl3,0.27,CsCl,0.0675,IrCl3,0.3375,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-3,C,306,,1.350908,1.3567306,
240514-4,Ru0.5Cs0.1Ir0.4,132.905,192.217,,RuCl3,0.3375,CsCl,0.0675,IrCl3,0.27,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-4,C,264,3.040621977,1.4274833,1.4437248,2.994280768
240514-5,Ru0.4Fe0.1Ir0.5,55.845,192.217,,RuCl3,0.27,FeCl3,0.0675,IrCl3,0.3375,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-5,C,273,0.138858699,1.3765961,1.3614665,0.14205883
240514-6,Ru0.5Zn0.3Cu0.2,65.38,63.546,,RuCl3,0.3375,ZnCl2,0.2025,CuCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-6,C,207,0.091944848,1.3084792,1.3096544,0.087810625
240514-7,Ru0.6Zn0.3Cu0.1,65.38,63.546,,RuCl3,0.405,ZnCl2,0.2025,CuCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-7,C,187,0.100690071,1.2815578,1.2832958,0.098974724
240514-8,Ru0.5Fe0.4Co0.1,55.845,58.933,,RuCl3,0.3375,FeCl2,0.27,CoCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-8,C,243,0.592286415,1.3167439,1.3367326,0.595959403
240514-9,Ru0.5Zn0.4Re0.1,65.38,186.207,,RuCl3,0.3375,ZnCl2,0.27,ReCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-9,N,,,,,
240514-10,Ru0.4Zn0.5Ga0.1,65.38,69.723,,RuCl3,0.27,ZnCl2,0.3375,GaCl3,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-10,C,N,0.301121144,1.4643751,1.4643751,0.310428631
240514-11,Ru0.5Fe0.3Co0.2,55.845,58.933,,RuCl3,0.3375,FeCl2,0.2025,CoCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-11,C,207,0.485857694,1.4493893,1.4493893,
240514-12,Ru0.4Fe0.4Ni0.2,55.845,58.6934,,RuCl3,0.27,FeCl3,0.27,NiCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-12,C,N,0.338171781,1.4606526,1.4606526,0.329380402
240514-13,Ru0.6Zn0.2Cu0.2,65.38,63.546,,RuCl3,0.405,ZnCl2,0.135,CuCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-13,C,160,0.334922859,1.2526839,1.2550862,0.280745715
240514-14,Ru0.5Zn0.4Ni0.1,65.38,58.6934,,RuCl3,0.3375,ZnCl2,0.27,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-14,C,181,0.075005696,1.3153511,1.3219767,0.078178632
240514-15,Ru0.4Fe0.4Co0.2,55.845,58.933,,RuCl3,0.27,FeCl2,0.27,CoCl2,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-15,C,N,0.448112244,1.4611871,1.4611871,0.350848196
240514-16,Ru0.4Zn0.5Ni0.1,65.38,58.6934,,RuCl3,0.27,ZnCl2,0.3375,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-16,C,208,0.142235044,1.3286643,1.3467747,0.140006054
240514-17,Ru0.5Mg0.1Zn0.4,24.305,65.38,,RuCl3,0.3375,MgCl2,0.0675,ZnCl2,0.27,,,1,0,CH3CHCH2O,0.5,400,2,1,240514-17,C,182,0.155777011,1.327664,1.3342015,
240519-1,Ru0.6Zr0.1Cu0.3,91.224,63.546,,RuCl3,0.405,ZrCl4,0.0675,CuCl2,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240519-1,C,172,0.412340264,1.3506045,1.3576698,0.42393736
240519-2,Ru0.5Zr0.1Cu0.4,91.224,63.546,,RuCl3,0.3375,ZrCl4,0.0675,CuCl2,0.27,,,1,0,CH3CHCH2O,0.5,400,2,1,240519-2,C,197,0.247474871,1.3420924,1.3370602,0.236283447
240519-3,Ru0.4Zr0.1Cu0.5,91.224,63.546,,RuCl3,0.27,ZrCl4,0.0675,CuCl2,0.3375,,,1,0,CH3CHCH2O,0.5,400,2,1,240519-3,C,248,0.138797729,1.3553697,1.3627486,0.13038364
240519-4,Ru0.6Cs0.1Ir0.3,132.905,192.217,,RuCl3,0.405,CsCl,0.0675,IrCl3,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240519-4,C,189,1.05574078,1.2864065,1.2947785,
240519-5,Ru0.5Zr0.1Zn0.4,91.224,65.38,,RuCl3,0.3375,ZrCl4,0.0675,ZnCl2,0.27,,,1,0,CH3CHCH2O,0.5,400,2,1,240519-5,C,194,0.046695528,1.2897823,1.2931483,0.046145487
240519-7,Ru0.4Zr0.2Cu0.4,91.224,63.546,,RuCl3,0.27,ZrCl4,0.135,CuCl2,0.27,,,1,0,CH3CHCH2O,0.5,400,2,1,240519-7,C,187,0.240242743,1.3079698,1.3186189,0.237324282
240519-9,Ru0.4Rb0.1Ir0.5,85.4678,192.217,,RuCl3,0.27,RbCl,0.0675,IrCl3,0.3375,,,1,0,CH3CHCH2O,0.5,400,2,1,240519-9,C,224,0.236853084,1.3461314,1.3474072,0.248112898
240519-12,Ru0.5Zr0.4Zn0.1,91.224,65.38,,RuCl3,0.3375,ZrCl4,0.27,ZnCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240519-12,C,,,,,
240519-14,Ru0.5Ga0.1Ir0.4,69.723,192.217,,RuCl3,0.3375,GaCl3,0.0675,IrCl3,0.27,,,1,0,CH3CHCH2O,0.5,400,2,1,240519-14,C,196,0.752617598,1.3206753,1.3264335,0.64807438
240519-15,Ru0.6Zr0.1Zn0.3,91.224,65.38,,RuCl3,0.405,ZrCl4,0.0675,ZnCl2,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240519-15,C,167,0.135596003,1.2560301,1.2618283,0.132291336
240519-18,Ru0.5Zr0.4Mo0.1,91.224,95.95,,RuCl3,0.3375,ZrCl4,0.27,MoCl5,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240519-18,C,363,0.344148175,1.449733,1.449733,0.576358108
240519-19,Ru0.5Zr0.2Cu0.3,91.224,63.546,,RuCl3,0.3375,ZrCl4,0.135,CuCl2,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240519-19,C,231,0.332010045,1.3037343,1.3114406,0.33125542
240530-1,Ru0.5Co0.1Rb0.4,58.933,85.4678,,RuCl3,0.3375,CoCl2,0.0675,RbCl,0.27,,,1,0,CH3CHCH2O,0.5,400,2,1,240530-1,C,169,0.397176522,1.2189562,1.2201842,0.246492787
240530-2,Ru0.6Cs0.3Co0.1,132.905,58.933,,RuCl3,0.405,CsCl,0.2025,CoCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240530-2,C,183,1.547620421,1.2711359,1.2738559,1.001548837
240530-3,Ru0.5Co0.2Rb0.3,58.933,85.4678,,RuCl3,0.3375,CoCl2,0.135,RbCl,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240530-3,C,165,0.358566531,1.293442,1.3017751,0.243820562
240530-4,Ru0.7Rb0.2Ni0.1,85.4678,58.6934,,RuCl3,0.4725,RbCl,0.135,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240530-4,C,164,1.476893928,1.2413042,1.248086,1.185000272
240530-5,Ru0.7Cs0.2Co0.1,132.905,58.933,,RuCl3,0.4725,CsCl,0.135,CoCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240530-5,C,225,0.371317331,1.2620622,1.2631264,0.290784693
240530-6,Ru0.6Cs0.2Fe0.2,132.905,55.845,,RuCl3,0.405,CsCl,0.135,FeCl3,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240530-6,C,157,0.509466838,1.234833,1.2348711,0.395496829
240530-7,Ru0.6Co0.2Rb0.2,58.933,85.4678,,RuCl3,0.405,CoCl2,0.135,RbCl,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240530-7,C,183,0.445086429,1.2350594,1.2345072,0.360328852
240530-8,Rb0.6Co0.1Rb0.3,58.933,85.4678,,RuCl3,0.405,CoCl2,0.0675,RbCl,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240530-8,C,141,0.618638658,1.2351091,1.2343607,0.443818888
240530-9,Rb0.6Cs0.3Ni0.1,132.905,58.6934,,RuCl3,0.405,CsCl,0.2025,NiCl2,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240530-9,C,173,1.777082169,1.2851074,1.2911099,1.120101826
240530-10,Ru0.5Ir0.4Rb0.1,192.217,85.4678,,RuCl3,0.3375,IrCl3,0.27,RbCl,0.0675,,,1,0,CH3CHCH2O,0.5,400,2,1,240530-10,C,144,1.486546759,1.235002,1.2408857,1.319071009
240530-11,Ru0.5Rb0.2Ni0.3,85.4678,58.6934,,RuCl3,0.3375,RbCl,0.135,NiCl2,0.2025,,,1,0,CH3CHCH2O,0.5,400,2,1,240530-11,C,140,0.810451701,1.2835524,1.2867632,0.579245105
240530-12,Ru0.5Co0.3Rb0.2,58.933,85.4678,,RuCl3,0.3375,CoCl2,0.2025,RbCl,0.135,,,1,0,CH3CHCH2O,0.5,400,2,1,240530-12,C,213,0.35281425,1.3798891,1.366037,0.27475482
